SalePrice,Overall Qual,Gr Liv Area,Garage Cars,Garage Area,Total Bsmt SF,1st Flr SF,Exter Qual_TA,Year Built,Year Remod/Add,Full Bath,Kitchen Qual_TA,Foundation_PConc,TotRms AbvGrd,Mas Vnr Area,Garage Yr Blt,Fireplace Qu_Unknown,Fireplaces,BsmtFin Type 1_GLQ,Bsmt Qual_TA,Exter Qual_Gd
165000,5,1774,1.0,384.0,552.0,904,1,1961,1961,2,1,0,8,0.0,1961.0,0,1,0,1,0
143500,6,1285,2.0,528.0,660.0,1285,1,1977,1977,1,1,0,7,148.0,1977.0,0,1,0,1,0
175000,5,1768,1.0,240.0,731.0,981,1,1937,1950,1,0,0,7,252.0,1939.0,0,2,0,0,0
130000,5,1964,0.0,0.0,940.0,1024,1,1911,1950,1,1,1,7,0.0,1978.7689655172412,1,0,0,1,0
182000,6,1522,2.0,552.0,1190.0,1522,1,1984,1984,2,1,1,7,136.0,1984.0,0,1,0,0,0
149900,6,1293,2.0,452.0,1178.0,1293,1,1954,1954,2,1,0,5,28.0,1954.0,1,0,0,1,0
245000,7,2312,3.0,658.0,1177.0,1223,0,1999,1999,2,0,1,8,210.0,1999.0,0,1,0,0,1
163000,6,1040,2.0,480.0,1040.0,1040,0,1967,1967,1,1,0,6,0.0,1967.0,0,1,0,1,0
128000,4,914,1.0,270.0,914.0,914,1,1961,1961,1,1,0,4,0.0,1961.0,1,0,0,1,0
173500,7,1258,2.0,462.0,1246.0,1258,0,2007,2007,2,0,1,6,0.0,2007.0,1,0,0,0,1
230000,8,1517,2.0,400.0,792.0,792,1,1929,1950,1,0,1,7,0.0,1931.0,0,2,0,0,0
148500,5,1002,2.0,902.0,1002.0,1002,1,1970,1970,1,1,0,5,76.0,1973.0,1,0,0,1,0
146000,6,1175,0.0,0.0,1175.0,1175,1,2005,2006,1,0,1,6,126.0,1978.7689655172412,1,0,1,0,0
99500,6,918,1.0,264.0,918.0,918,1,1979,1979,2,1,0,5,0.0,1979.0,0,1,0,0,0
144000,5,1196,1.0,336.0,1196.0,1196,1,1968,1968,1,1,0,6,0.0,1968.0,1,0,0,0,0
218500,6,1829,2.0,535.0,1829.0,1829,1,1967,1967,2,1,0,8,120.0,1967.0,1,0,1,1,0
151000,7,1200,2.0,480.0,600.0,520,1,2005,2005,2,0,1,4,0.0,2005.0,1,0,0,0,0
135000,5,1656,2.0,506.0,1656.0,1656,1,1973,1973,2,1,0,8,564.0,1973.0,1,0,0,1,0
161500,4,1788,1.0,304.0,1104.0,1104,1,1957,1989,1,1,0,8,0.0,1957.0,0,2,0,1,0
128900,5,1050,1.0,338.0,1050.0,1050,1,1956,1956,1,1,0,5,0.0,1956.0,1,0,0,1,0
55000,4,1092,0.0,0.0,0.0,372,0,1930,1950,2,0,0,7,0.0,1978.7689655172412,1,0,0,0,0
293077,8,1646,3.0,800.0,1638.0,1646,0,2007,2008,2,0,1,7,338.0,2008.0,0,1,1,0,1
80000,4,747,1.0,220.0,747.0,747,1,1945,1950,1,1,0,4,0.0,1945.0,1,0,0,1,0
165000,6,1502,1.0,180.0,602.0,900,1,1923,1996,1,0,1,7,0.0,1923.0,0,2,0,1,0
152000,5,1558,1.0,282.0,910.0,910,1,1950,1950,1,1,0,6,0.0,1950.0,1,0,0,1,0
175500,6,1422,2.0,576.0,1422.0,1422,1,1981,1981,2,0,0,7,210.0,1981.0,0,1,1,0,0
177439,7,1356,2.0,484.0,628.0,628,0,2007,2007,2,0,1,6,0.0,2007.0,0,1,0,0,1
145000,5,1387,1.0,300.0,943.0,1387,1,1967,1975,1,1,0,6,0.0,1974.0,0,1,0,1,0
130000,4,864,2.0,576.0,864.0,864,1,1971,2006,1,1,0,5,0.0,1986.0,1,0,0,1,0
128000,5,1063,1.0,280.0,1056.0,1063,1,1954,1954,1,1,0,6,110.0,1954.0,1,0,0,1,0
259500,6,2320,1.0,180.0,1028.0,1436,1,1945,2002,2,0,0,9,0.0,1945.0,0,1,0,1,0
203000,6,1326,2.0,388.0,1326.0,1326,1,2005,2005,2,0,1,6,0.0,2005.0,1,0,1,0,0
210000,8,1590,2.0,676.0,768.0,786,0,2008,2008,2,0,1,6,0.0,2008.0,1,0,0,0,1
142000,6,912,1.0,288.0,912.0,912,1,1961,1996,1,0,0,5,0.0,1962.0,1,0,1,1,0
212000,8,1321,2.0,484.0,1312.0,1321,0,1990,1990,1,0,1,4,0.0,1990.0,0,1,1,0,1
113000,4,672,1.0,234.0,672.0,672,1,1941,1950,1,1,0,4,0.0,1941.0,1,0,0,1,0
181900,7,1260,2.0,598.0,1260.0,1260,0,1983,1983,2,1,0,6,174.0,1983.0,1,0,1,0,1
611657,9,2364,3.0,820.0,2330.0,2364,0,2009,2010,2,0,1,11,760.0,2009.0,0,2,1,0,0
173000,6,1632,2.0,484.0,800.0,800,1,1966,2000,1,0,0,7,252.0,1966.0,1,0,1,1,0
171500,6,1730,2.0,528.0,816.0,833,0,1992,1992,2,0,1,6,0.0,1992.0,1,0,1,0,1
96000,6,987,1.0,264.0,483.0,483,1,1971,1971,1,1,0,5,504.0,1971.0,1,0,0,1,0
135000,5,1134,1.0,254.0,1010.0,1134,1,1960,2002,1,1,0,6,45.0,1960.0,1,0,0,1,0
171000,6,1716,2.0,490.0,858.0,858,1,1962,1962,1,1,0,8,318.0,1962.0,0,1,0,1,0
146500,6,1298,1.0,240.0,651.0,759,1,1921,2005,2,1,0,8,0.0,1994.0,0,1,0,1,0
266000,9,1684,2.0,564.0,1684.0,1684,0,2005,2005,2,0,1,6,616.0,2005.0,0,1,1,0,0
248328,7,1689,3.0,954.0,1689.0,1689,0,2007,2007,2,0,1,7,0.0,2007.0,1,0,0,0,1
143195,5,1076,2.0,576.0,1076.0,1076,1,1975,1975,1,1,0,5,176.0,1985.0,0,1,0,1,0
139000,6,1632,1.0,338.0,1240.0,1632,1,1958,1988,2,1,0,6,183.0,1958.0,0,1,0,1,0
145000,4,960,1.0,364.0,648.0,960,1,1965,2001,0,1,0,3,0.0,1965.0,1,0,1,1,0
94000,5,876,2.0,576.0,876.0,876,1,1951,1951,1,1,0,5,0.0,1972.0,0,1,0,0,0
243500,6,2495,2.0,660.0,1280.0,1280,1,1993,1993,2,0,1,9,0.0,1993.0,0,1,1,0,0
180400,6,1465,2.0,393.0,789.0,789,1,1998,1998,2,1,1,7,0.0,1998.0,0,1,0,0,0
298236,8,2389,3.0,672.0,1054.0,1054,0,2006,2006,2,0,1,10,0.0,2006.0,0,1,0,0,1
167000,7,1374,2.0,400.0,384.0,744,0,2004,2004,2,0,1,7,0.0,2004.0,1,0,1,0,1
184900,7,1585,2.0,449.0,784.0,831,0,2005,2005,2,0,1,7,96.0,2005.0,1,0,0,0,1
148000,6,1194,1.0,312.0,1194.0,1194,1,1959,1959,1,1,0,6,220.0,1959.0,1,0,0,1,0
230348,7,1218,2.0,462.0,1218.0,1218,0,2007,2008,2,0,1,6,210.0,2008.0,1,0,1,0,1
135000,5,1048,1.0,286.0,1048.0,1048,1,1956,1956,1,1,0,6,120.0,1956.0,1,0,0,1,0
155000,5,990,2.0,528.0,990.0,990,1,1994,1994,1,1,1,5,0.0,1997.0,1,0,1,0,0
111750,5,1302,1.0,264.0,630.0,630,1,1972,1972,2,1,0,6,356.0,1972.0,1,0,0,1,0
122000,5,864,1.0,440.0,864.0,864,1,1961,1961,1,1,0,5,0.0,1961.0,1,0,0,1,0
96000,4,1362,1.0,280.0,951.0,986,0,1920,1950,2,1,0,7,0.0,1920.0,1,0,0,1,0
160000,7,1187,2.0,420.0,1168.0,1187,1,1992,1993,2,0,1,6,52.0,1992.0,1,0,0,0,0
244000,6,2054,2.0,390.0,992.0,1022,0,2000,2000,2,0,1,7,40.0,2000.0,0,1,1,0,1
256000,6,2792,2.0,520.0,1510.0,1584,0,1920,1950,2,1,0,8,0.0,1920.0,0,2,0,0,1
129500,6,2058,2.0,396.0,735.0,1134,1,1917,1950,1,1,0,8,0.0,1950.0,0,1,0,0,0
148800,7,1102,2.0,480.0,551.0,551,0,2004,2004,2,0,1,4,0.0,2004.0,1,0,1,0,1
161000,8,1666,1.0,228.0,588.0,833,1,1925,1996,1,0,1,7,0.0,1925.0,0,1,0,1,0
172000,6,1246,2.0,441.0,1246.0,1246,1,1964,1964,1,1,0,6,0.0,1964.0,0,2,0,1,0
164500,5,1320,2.0,564.0,1164.0,1320,1,1966,1966,1,1,0,6,97.0,1966.0,0,2,0,1,0
65000,3,1588,0.0,0.0,448.0,1588,1,1949,1992,2,1,0,6,0.0,1978.7689655172412,1,0,0,0,0
149700,6,1236,2.0,923.0,912.0,1236,1,1957,1996,1,1,0,6,0.0,1957.0,1,0,1,1,0
97000,6,987,1.0,288.0,483.0,483,1,1972,1972,1,1,0,5,425.0,1972.0,1,0,0,1,0
377426,9,1922,3.0,676.0,1922.0,1922,0,2005,2006,2,0,1,8,200.0,2005.0,0,1,1,0,1
230000,7,1840,2.0,622.0,944.0,944,0,2001,2001,2,0,1,6,0.0,2001.0,1,0,1,0,1
246990,7,1511,2.0,398.0,1368.0,1511,0,2002,2002,2,0,1,5,40.0,2002.0,0,1,1,0,1
171000,7,1959,3.0,766.0,1907.0,1959,1,1988,1989,3,1,0,9,70.0,1989.0,1,0,0,1,0
165500,5,1700,2.0,447.0,1398.0,1700,1,1959,1959,1,0,0,6,0.0,1959.0,0,1,0,1,0
152000,6,1236,2.0,480.0,600.0,600,0,2005,2005,2,0,1,4,216.0,2005.0,1,0,1,0,1
147983,5,2228,2.0,720.0,0.0,1114,1,1979,1979,2,1,0,8,0.0,1979.0,1,0,0,0,0
153000,6,1124,1.0,353.0,1124.0,1124,1,1956,1994,1,1,0,6,0.0,1956.0,0,1,0,1,0
120000,5,1368,1.0,195.0,1078.0,1368,1,1950,1950,1,1,0,6,0.0,1950.0,1,0,0,0,0
105900,6,720,2.0,484.0,624.0,720,1,1928,2003,1,1,0,5,0.0,2005.0,1,0,0,1,0
260000,6,2814,2.0,614.0,1077.0,1093,0,1995,2002,2,0,1,9,190.0,1995.0,0,1,0,0,1
176485,7,1302,2.0,436.0,1302.0,1302,0,2007,2007,2,0,1,6,0.0,2007.0,1,0,0,0,1
242000,7,2069,2.0,505.0,585.0,2069,1,1960,2007,2,0,0,9,0.0,1960.0,0,1,1,0,0
392500,8,1652,2.0,482.0,1600.0,1652,0,2008,2008,2,0,1,5,186.0,2008.0,0,1,1,0,0
140000,5,1114,2.0,451.0,1114.0,1114,1,1961,1961,1,1,0,5,0.0,1961.0,1,0,0,1,0
201000,7,1560,2.0,573.0,1560.0,1560,0,2003,2003,2,0,1,7,0.0,2003.0,1,0,0,0,1
196500,7,1714,2.0,496.0,980.0,980,1,1988,1988,2,1,0,7,42.0,1988.0,0,1,1,0,0
146500,5,1193,2.0,501.0,1153.0,1193,1,1972,1972,2,1,0,6,144.0,1972.0,1,0,1,0,0
178000,8,1414,2.0,403.0,707.0,707,0,2004,2004,2,0,1,6,0.0,2004.0,0,1,0,0,1
215000,8,1534,2.0,484.0,1524.0,1534,0,2006,2006,2,0,1,7,248.0,2006.0,0,1,1,0,1
245000,7,1409,2.0,576.0,1409.0,1409,0,2002,2002,1,0,1,4,0.0,2002.0,0,1,1,0,1
127500,6,1278,1.0,240.0,854.0,854,1,1954,1954,1,1,0,6,0.0,1954.0,1,0,0,1,0
314813,9,1828,3.0,774.0,1822.0,1828,0,2007,2007,2,0,1,9,452.0,2007.0,0,1,1,0,0
195500,6,1604,2.0,472.0,926.0,926,1,1998,1998,2,1,1,7,0.0,1998.0,1,0,1,0,0
385000,10,2084,3.0,1220.0,2078.0,2084,0,2007,2008,2,0,1,7,816.0,2007.0,0,1,1,0,0
132000,5,1364,1.0,331.0,1179.0,1364,1,1957,1957,1,1,0,6,0.0,1957.0,0,1,0,0,0
55000,4,796,0.0,0.0,796.0,796,1,1922,1950,1,1,0,5,0.0,1978.7689655172412,1,0,0,1,0
126000,5,984,1.0,310.0,984.0,984,1,1965,1965,1,1,0,5,0.0,1965.0,1,0,0,1,0
173000,6,1287,2.0,541.0,957.0,1287,1,1977,1977,1,1,0,5,0.0,1977.0,0,2,1,0,0
124000,6,932,1.0,306.0,932.0,932,1,1950,1950,1,0,0,4,0.0,1950.0,0,1,0,1,0
141000,4,864,2.0,400.0,864.0,864,1,1951,1951,1,1,0,4,0.0,1951.0,1,0,0,1,0
185850,7,1364,2.0,484.0,1364.0,1364,0,2005,2005,2,0,1,6,240.0,2005.0,0,1,1,0,1
140000,5,907,1.0,343.0,907.0,907,1,1978,1978,1,1,0,5,76.0,1978.0,1,0,1,0,0
119000,5,988,1.0,276.0,876.0,988,1,1950,1950,1,1,0,6,0.0,1950.0,1,0,0,1,0
194000,5,1717,1.0,410.0,901.0,1125,1,1940,1950,1,1,0,7,0.0,1940.0,0,1,0,0,0
279500,7,1494,3.0,840.0,1494.0,1494,0,2006,2007,2,0,1,7,306.0,2006.0,0,1,0,0,1
192000,7,2022,2.0,505.0,1160.0,1156,1,1977,1977,2,1,0,8,299.0,1977.0,0,1,0,0,0
111900,4,936,1.0,288.0,936.0,936,1,1969,1969,1,1,0,4,72.0,1969.0,1,0,0,0,0
124500,5,1041,1.0,270.0,1041.0,1041,1,1959,1959,1,1,0,6,132.0,1959.0,1,0,0,1,0
210400,7,1335,2.0,575.0,1335.0,1335,0,2006,2007,2,0,1,6,0.0,2007.0,1,0,0,0,1
179000,6,1515,2.0,393.0,789.0,813,0,2004,2004,2,0,1,8,0.0,2004.0,0,1,0,0,1
180500,6,1425,2.0,576.0,1425.0,1425,1,1964,1964,2,1,0,7,272.0,1964.0,0,1,0,1,0
141000,6,1969,2.0,400.0,1272.0,1272,1,1938,1958,2,1,0,9,0.0,1938.0,0,1,0,1,0
85400,6,987,1.0,264.0,483.0,483,1,1971,1971,1,1,0,4,232.0,1971.0,1,0,0,1,0
137250,5,864,1.0,280.0,864.0,864,1,1968,1968,1,1,0,4,0.0,1969.0,1,0,1,1,0
169500,7,1818,1.0,240.0,1040.0,1226,1,1931,1950,1,1,1,7,600.0,1951.0,0,2,0,1,0
149900,6,1456,2.0,440.0,855.0,855,1,1975,1975,2,0,0,6,0.0,1975.0,0,1,0,1,0
165150,6,1790,2.0,484.0,732.0,1012,1,1972,1972,1,1,0,8,288.0,1972.0,0,1,0,1,0
137000,6,1320,2.0,484.0,630.0,630,1,1993,1994,2,1,1,5,0.0,1993.0,1,0,1,0,0
108000,4,1337,1.0,263.0,832.0,832,1,1956,1956,1,1,0,5,0.0,1956.0,1,0,0,1,0
126000,5,1112,2.0,480.0,631.0,1112,1,1951,1951,1,1,0,5,0.0,1951.0,1,0,0,1,0
213000,7,1820,3.0,816.0,910.0,910,1,1996,1997,2,0,1,8,0.0,1996.0,0,1,0,0,0
200000,7,1290,2.0,662.0,1282.0,1290,0,2007,2007,2,0,1,6,0.0,2007.0,0,1,1,0,1
171000,5,1701,2.0,611.0,1390.0,1701,1,1975,1981,2,1,0,6,0.0,1975.0,0,2,0,0,0
126000,5,1656,1.0,288.0,624.0,1092,0,1967,1967,1,1,0,7,0.0,1967.0,0,1,0,0,0
187750,7,1301,2.0,572.0,1293.0,1301,0,2006,2006,2,0,1,5,0.0,2006.0,0,1,0,0,1
91000,3,1077,1.0,210.0,1007.0,1077,1,1922,1950,1,1,0,6,0.0,1922.0,0,1,0,1,0
124500,5,887,1.0,288.0,864.0,887,1,1984,1984,1,1,0,5,0.0,1984.0,1,0,0,1,0
138500,5,1052,1.0,288.0,1052.0,1052,1,1968,1968,1,1,0,5,168.0,1968.0,1,0,0,1,0
152000,7,1141,2.0,484.0,1141.0,1141,0,2006,2006,1,0,1,6,0.0,2006.0,1,0,1,0,1
267000,8,2452,2.0,683.0,1028.0,1210,0,1998,1999,2,0,1,9,0.0,1998.0,0,1,1,0,1
196000,6,1306,2.0,624.0,1306.0,1306,0,2005,2005,2,0,1,5,135.0,2005.0,0,1,0,0,1
294000,8,1537,3.0,788.0,1518.0,1537,0,2006,2007,2,0,1,8,258.0,2007.0,1,0,1,0,1
140000,5,1641,2.0,490.0,1001.0,1001,1,1972,1972,2,1,0,5,0.0,1972.0,0,1,0,0,0
163000,5,1558,2.0,440.0,864.0,1558,1,1975,2001,2,1,0,5,0.0,1975.0,1,0,0,1,0
192000,8,1269,2.0,430.0,1256.0,1269,0,2004,2005,2,0,1,6,16.0,2004.0,0,1,1,0,1
256900,6,2640,2.0,515.0,932.0,1271,1,1967,1997,2,0,1,8,256.0,1967.0,0,1,0,1,0
93900,4,1092,0.0,0.0,546.0,546,1,1970,1970,1,1,0,5,189.0,1978.7689655172412,1,0,0,1,0
292500,7,2840,4.0,1314.0,1420.0,1420,0,1978,1978,2,0,1,8,168.0,1978.0,0,2,0,0,1
129000,4,960,2.0,576.0,960.0,960,1,1970,1970,1,1,0,6,160.0,1970.0,1,0,0,1,0
355000,8,2500,3.0,683.0,1168.0,1168,0,2005,2005,3,0,1,9,130.0,2005.0,0,1,1,0,1
147400,7,1223,2.0,480.0,600.0,520,0,2005,2005,2,0,1,4,0.0,2005.0,1,0,0,0,1
140000,5,1283,2.0,506.0,931.0,1283,1,1962,1980,1,1,0,6,0.0,1980.0,1,0,0,1,0
241500,7,1363,2.0,439.0,1385.0,1363,1,1954,2005,1,1,0,5,0.0,1954.0,0,2,0,0,0
120000,7,836,1.0,308.0,836.0,836,1,1975,1975,1,1,0,4,0.0,1975.0,1,0,0,0,0
236000,7,1949,2.0,574.0,1050.0,1062,0,1993,1994,2,0,1,8,246.0,1993.0,0,1,1,0,1
177000,6,1337,2.0,522.0,1405.0,1337,0,1997,1998,2,0,1,5,0.0,1997.0,0,1,1,0,1
240000,7,1670,3.0,690.0,1670.0,1670,0,2006,2006,2,0,1,7,27.0,2006.0,0,1,0,0,1
232698,8,1721,2.0,554.0,1721.0,1721,0,2005,2005,2,0,1,7,210.0,2005.0,1,0,1,0,1
294900,8,1590,3.0,754.0,1570.0,1590,0,2005,2006,2,0,1,6,198.0,2005.0,1,0,1,0,1
104500,4,968,1.0,331.0,0.0,968,1,1956,1956,1,1,0,5,1.0,1956.0,1,0,0,0,0
136500,6,848,2.0,420.0,848.0,848,0,2003,2003,1,0,1,3,170.0,2003.0,1,0,1,0,1
50138,4,952,1.0,330.0,756.0,952,0,1896,1950,1,1,0,5,0.0,1896.0,1,0,0,1,0
148000,6,1138,2.0,480.0,1138.0,1138,1,1960,1960,1,1,0,6,54.0,1960.0,0,1,0,1,0
231713,7,1689,2.0,433.0,1689.0,1689,0,2006,2007,2,0,1,7,0.0,2007.0,1,0,0,0,1
240000,6,2614,2.0,624.0,1522.0,1548,1,1974,1997,2,1,0,9,0.0,1974.0,0,1,0,1,0
130000,8,1204,2.0,461.0,1191.0,1204,1,1987,1987,2,1,0,5,0.0,1987.0,1,0,0,0,0
141500,6,1436,1.0,228.0,585.0,851,1,1921,1950,1,1,0,7,0.0,1992.0,0,1,0,1,0
164990,7,1310,2.0,400.0,1310.0,1310,0,2005,2005,2,0,1,6,0.0,2005.0,0,1,1,0,1
122500,5,1365,2.0,440.0,765.0,765,1,1971,1971,1,1,0,6,376.0,1971.0,1,0,0,1,0
135500,5,1393,1.0,300.0,816.0,872,1,1955,1955,1,1,1,8,0.0,1955.0,1,0,0,1,0
290000,6,2683,2.0,473.0,930.0,1364,0,1990,1991,2,0,1,9,304.0,1990.0,0,2,0,0,1
168000,6,1642,2.0,392.0,903.0,910,1,1993,1994,2,1,1,7,0.0,1993.0,0,1,0,0,0
134000,6,1132,1.0,240.0,608.0,608,1,1939,1950,1,1,0,5,0.0,1939.0,1,0,0,1,0
149900,5,1078,2.0,500.0,1078.0,1078,1,1971,2008,1,1,0,6,0.0,1971.0,0,1,1,1,0
230500,8,1936,2.0,504.0,1406.0,1454,0,2000,2000,2,0,1,7,40.0,2000.0,0,1,0,0,1
136000,5,1143,1.0,308.0,1143.0,1143,1,1959,1959,1,1,0,6,150.0,1959.0,1,0,0,1,0
341000,7,2418,3.0,983.0,1311.0,1325,0,1993,1994,2,0,1,9,651.0,1993.0,0,1,1,0,1
112000,6,1902,2.0,539.0,0.0,1318,1,1978,1978,2,1,0,8,0.0,1978.0,1,0,0,0,0
251000,8,1652,2.0,499.0,1494.0,1652,0,2000,2000,2,0,1,6,0.0,2000.0,1,0,1,0,1
156000,7,1452,2.0,506.0,691.0,713,0,1999,1999,2,0,1,6,218.0,1999.0,1,0,1,0,1
216500,6,1960,2.0,440.0,860.0,860,0,2002,2002,2,0,1,8,99.34802631578948,2002.0,0,2,1,0,1
184500,7,1374,2.0,400.0,384.0,744,0,2004,2004,2,0,1,7,0.0,2004.0,0,1,1,0,1
190000,6,1285,2.0,473.0,1243.0,1285,1,1977,1977,2,0,0,6,0.0,1977.0,0,1,0,1,0
172400,6,1664,2.0,460.0,953.0,953,1,2000,2000,2,1,1,7,0.0,2000.0,0,1,0,0,0
132000,6,1224,1.0,280.0,816.0,816,1,1948,2004,1,1,0,5,0.0,1950.0,1,0,0,1,0
168500,7,1474,2.0,400.0,384.0,804,1,1995,1996,2,1,1,7,22.0,1995.0,0,1,0,0,0
185000,7,2454,2.0,576.0,819.0,1312,1,1879,1987,2,1,1,8,0.0,1950.0,0,1,0,1,0
310000,8,2520,3.0,796.0,1338.0,1352,0,1993,1993,2,0,1,10,0.0,1993.0,0,1,1,0,1
262000,8,1624,3.0,757.0,1624.0,1624,0,1994,1995,2,0,1,5,0.0,1994.0,0,1,1,0,1
127000,5,1040,1.0,260.0,1040.0,1040,1,1962,2010,1,1,0,6,0.0,1962.0,1,0,0,1,0
190000,7,1923,2.0,564.0,750.0,1061,0,1992,1992,2,0,1,8,0.0,1992.0,0,1,1,0,1
99500,4,1315,2.0,436.0,808.0,838,1,1958,1958,2,1,0,5,0.0,1958.0,1,0,0,0,0
222000,7,1762,2.0,591.0,826.0,878,0,2002,2002,2,0,1,6,199.0,2002.0,1,0,1,0,1
158000,6,1158,2.0,576.0,1158.0,1158,1,2004,2004,1,0,1,5,0.0,2006.0,1,0,0,0,0
118500,6,816,0.0,0.0,816.0,816,1,1990,1990,1,1,0,5,104.0,1978.7689655172412,1,0,1,0,0
217000,6,1494,2.0,576.0,1479.0,1494,1,1997,1997,2,0,1,6,0.0,1997.0,1,0,1,0,0
226700,7,1768,2.0,603.0,866.0,866,0,2005,2005,2,0,1,7,0.0,2005.0,1,0,1,0,1
306000,8,2340,3.0,787.0,1236.0,1236,0,1996,1996,2,0,1,9,402.0,1996.0,0,1,1,0,1
208900,8,1338,2.0,598.0,1338.0,1338,0,2007,2007,2,0,1,6,0.0,2007.0,1,0,1,0,1
123000,7,1055,2.0,440.0,1057.0,1055,1,1975,1975,2,1,0,4,0.0,1975.0,0,1,0,0,0
173733,6,1224,2.0,528.0,612.0,612,0,2009,2009,2,0,1,4,76.0,2009.0,1,0,1,0,1
291000,7,1662,3.0,711.0,1652.0,1662,0,2006,2007,2,0,1,8,0.0,2006.0,0,1,1,0,1
185000,8,1034,2.0,598.0,982.0,1034,0,1989,1989,1,0,0,4,0.0,1989.0,0,1,1,0,1
163000,5,1336,2.0,502.0,1288.0,1336,1,1969,1969,2,1,0,6,128.0,1969.0,0,1,0,0,0
465000,10,2076,3.0,850.0,2076.0,2076,0,2006,2006,2,0,1,7,99.34802631578948,2006.0,0,1,1,0,0
263000,8,2202,2.0,517.0,1105.0,1105,0,1992,1993,2,0,1,9,309.0,1992.0,0,1,1,0,1
260000,7,2353,2.0,484.0,845.0,1153,0,1980,1980,2,0,0,10,278.0,1983.0,0,1,1,0,1
149000,5,1352,2.0,720.0,676.0,676,1,1939,2006,2,0,0,7,0.0,1939.0,1,0,0,1,0
375000,8,1778,2.0,495.0,1573.0,1778,0,2005,2006,2,0,1,5,473.0,2005.0,0,1,1,0,1
127000,6,1355,0.0,0.0,684.0,773,1,1914,2006,1,0,1,7,0.0,1978.7689655172412,1,0,0,1,0
345474,8,2122,3.0,938.0,2108.0,2122,0,2007,2007,2,0,1,7,0.0,2007.0,0,1,1,0,1
123500,5,1148,1.0,308.0,980.0,1148,1,1952,1952,1,1,1,6,0.0,1952.0,1,0,0,0,0
360000,8,2140,3.0,894.0,2140.0,2140,0,2006,2007,2,0,1,8,0.0,2006.0,1,0,0,0,1
148000,5,1075,2.0,440.0,981.0,1075,1,1963,1963,1,0,0,6,0.0,1996.0,1,0,0,0,0
129900,5,816,1.0,308.0,816.0,816,1,1957,1957,1,1,0,5,0.0,1957.0,1,0,1,1,0
112000,5,1302,1.0,280.0,630.0,630,1,1971,1971,2,1,0,6,142.0,1991.0,1,0,0,1,0
146500,5,1652,3.0,928.0,1652.0,1652,1,1970,1970,2,1,0,8,0.0,1970.0,1,0,0,1,0
176000,7,1329,2.0,441.0,1329.0,1329,1,1960,1960,1,1,0,5,128.0,1960.0,0,2,0,1,0
102000,4,1220,2.0,396.0,836.0,1220,1,1951,1951,1,1,0,6,0.0,1951.0,1,0,0,0,0
275000,7,1644,2.0,569.0,1518.0,1644,0,1989,1989,2,0,1,5,145.0,1989.0,0,1,1,0,1
260000,7,1488,2.0,506.0,1488.0,1488,0,2004,2005,2,0,1,6,0.0,2004.0,0,1,1,0,1
143000,5,1347,2.0,551.0,1347.0,1347,1,1957,1957,1,0,0,6,0.0,1957.0,1,0,0,1,0
306000,8,1704,3.0,772.0,1704.0,1704,0,2007,2008,2,0,1,7,200.0,2008.0,0,1,1,0,1
282000,8,1922,3.0,692.0,1922.0,1922,0,2002,2002,2,0,1,6,886.0,2002.0,0,1,1,0,1
147000,8,1795,3.0,895.0,1795.0,1795,0,2006,2007,2,0,1,7,428.0,2007.0,0,1,0,0,1
192500,7,1776,2.0,474.0,936.0,936,0,2002,2002,2,0,1,7,144.0,2002.0,0,1,0,0,1
174000,8,1441,2.0,492.0,776.0,764,0,1999,2000,2,0,1,5,456.0,1999.0,1,0,0,0,1
172500,6,1683,2.0,440.0,918.0,918,1,1978,1978,2,1,0,7,92.0,1978.0,0,1,0,1,0
210900,7,2049,2.0,467.0,1065.0,1065,0,1996,1997,2,0,1,9,0.0,1997.0,0,1,0,0,1
123000,5,1319,1.0,270.0,608.0,1319,1,1953,1953,1,1,1,5,0.0,1953.0,1,0,0,1,0
149900,6,1609,1.0,305.0,1000.0,1068,1,1953,1953,1,1,0,7,0.0,1953.0,1,0,0,1,0
110000,6,1179,2.0,622.0,1179.0,1179,1,1960,1960,1,1,0,5,198.0,1960.0,1,0,0,1,0
184000,7,1337,2.0,511.0,1405.0,1337,0,1999,1999,2,0,1,5,0.0,1999.0,0,1,1,0,1
85000,5,796,0.0,0.0,796.0,796,1,1910,1950,1,1,0,4,0.0,1978.7689655172412,1,0,0,0,0
94000,5,1020,0.0,0.0,780.0,780,1,1875,1996,1,1,0,6,0.0,1978.7689655172412,1,0,0,1,0
236500,8,1616,2.0,608.0,1595.0,1616,0,1995,1996,2,0,1,5,0.0,1995.0,0,1,1,0,1
130000,5,950,2.0,400.0,984.0,950,1,1953,1953,1,1,1,5,0.0,1953.0,1,0,0,1,0
207000,6,1362,2.0,460.0,1362.0,1362,0,2005,2006,2,0,1,6,256.0,2005.0,0,1,0,0,1
214500,6,2134,2.0,441.0,844.0,1445,1,1916,1994,2,0,0,10,0.0,1930.0,1,0,0,1,0
132000,5,1322,1.0,280.0,672.0,899,1,1939,1952,1,1,0,7,0.0,1939.0,1,0,0,1,0
110000,5,984,1.0,308.0,984.0,984,1,1959,1959,1,0,0,5,164.0,1959.0,1,0,0,1,0
110000,5,773,1.0,240.0,773.0,773,1,1953,1953,1,1,0,4,0.0,1953.0,1,0,0,1,0
100000,6,987,1.0,264.0,483.0,483,1,1973,1973,1,1,0,5,158.0,1973.0,1,0,0,1,0
